Servicio de salud|Categoría|Cargo|Cometido
COSAM|CATEGORÍA B|TERAPEUTA OCUPACIONAL|Realizar Visitas Domiciliarias Integrales junto a equipo COSAM Vitacura.
COSAM|CATEGORÍA B|TERAPEUTA OCUPACIONAL|Participar en reunión clínica con equipo de COSAM Vitacura.
COSAM|CATEGORÍA B|TERAPEUTA OCUPACIONAL|Realizar derivaciones a otros dispositivos de salud mental cuando corresponda.
COSAM|CATEGORÍA B|TERAPEUTA OCUPACIONAL|Elaborar informes clínicos que le sean solicitados.
COSAM|CATEGORÍA B|TERAPEUTA OCUPACIONAL|Registro en ficha electrónica y planilla Excel para REM y SIGGES.
COSAM|CATEGORÍA B|TERAPEUTA OCUPACIONAL|Modalidad Presencial, en horarios de atención habitual, extensiones horarias o fines de semana.
COSAM|CATEGORÍA B|TERAPEUTA OCUPACIONAL|Apoyo en otras áreas del COSAM según la contingencia sanitaria nacional o necesidades del establecimiento o Municipalidad.
COSAM|CATEGORÍA B|PSICOPEDAGOGA/O|Brindar atención psicopedagógica de carácter integral y especializada a un número determinado de niños, niñas y adolescentes, que presenten problemas de Salud Mental, con las responsabilidades asociadas al ejercicio de la profesión.
COSAM|CATEGORÍA B|PSICOPEDAGOGA/O|Desarrollar acciones en Salud Mental y gestiones que contribuyan al proceso de recuperación de los/as usuarios/as, a nivel comunitario, familiar e individual, a través del modelo de gestión de caso.
COSAM|CATEGORÍA B|PSICOPEDAGOGA/O|Realizar evaluación y diagnóstico de las necesidades del aprendizaje y de factores que gravitan sobre el curso, pronóstico y el proceso de recuperación de los trastornos de Salud Mental y Enfermedades, de usuario/as derivados al COSAM Vitacura desde los distintos niveles de atención de la red del Servicio de Salud Metropolitano Oriente.
COSAM|CATEGORÍA B|PSICOPEDAGOGA/O|Constatar en forma periódica y sistemática el estado de los pacientes, de acuerdo con los protocolos clínicos establecidos.
COSAM|CATEGORÍA B|PSICOPEDAGOGA/O|Participar en su calidad de profesional Psicopedagoga/o en actividades institucionales que le sean solicitadas.
COSAM|CATEGORÍA B|PSICOPEDAGOGA/O|Participar de Consultorías en Salud Mental para la Atención Primaria de Salud.
COSAM|CATEGORÍA B|PSICOPEDAGOGA/O|Realizar todas aquellas labores encomendadas por el jefe directo que se encuentren relacionadas con sus competencias y área de trabajo.
COSAM|CATEGORÍA B|PSICOPEDAGOGA/O|Participar en la elaboración de planes de cuidados integrales de pacientes.
COSAM|CATEGORÍA B|PSICOPEDAGOGA/O|Realizar ingresos de usuarios/as derivadas al COSAM Vitacura.
COSAM|CATEGORÍA B|PSICOPEDAGOGA/O|Realizar Visitas Domiciliarias Integrales junto a equipo COSAM Vitacura.
COSAM|CATEGORÍA B|PSICOPEDAGOGA/O|Participar en reunión clínica con equipo de COSAM Vitacura.
COSAM|CATEGORÍA B|PSICOPEDAGOGA/O|Realizar derivaciones a otros dispositivos de salud mental cuando corresponda.
COSAM|CATEGORÍA B|PSICOPEDAGOGA/O|Elaborar informes que le sean solicitados
COSAM|CATEGORÍA B|PSICOPEDAGOGA/O|Registro en ficha electrónica y planilla Excel para REM y SIGGES.
COSAM|CATEGORÍA B|PSICOPEDAGOGA/O|Modalidad Presencial, en horarios de atención habitual, extensiones horarias o fines de semana.
COSAM|CATEGORÍA B|PSICOPEDAGOGA/O|Apoyo en otras áreas del COSAM según la contingencia sanitaria nacional o necesidades del establecimiento o Municipalidad.
COSAM|CATEGORÍA B|FONOAUDIÓLOGA/O|Brindar atención fonoaudiológica de carácter integral y especializada a un número determinado de niños, niñas y adolescentes y adultos que presenten problemas de Salud Mental, con las responsabilidades asociadas al ejercicio de la profesión.
COSAM|CATEGORÍA B|FONOAUDIÓLOGA/O|Desarrollar acciones en Salud Mental y gestiones que contribuyan al proceso de recuperación de los/as usuarios/as, a nivel comunitario, familiar e individual, a través del modelo de gestión de caso.
COSAM|CATEGORÍA B|FONOAUDIÓLOGA/O|Realizar evaluación y diagnóstico de las necesidades del aprendizaje y de factores que gravitan sobre el curso, pronóstico y el proceso de recuperación de los trastornos de Salud Mental y Enfermedades, de usuario/as derivados al COSAM Vitacura desde los distintos niveles de atención de la red del Servicio de Salud Metropolitano Oriente.
COSAM|CATEGORÍA B|FONOAUDIÓLOGA/O|Constatar en forma periódica y sistemática el estado de los pacientes, de acuerdo con los protocolos clínicos establecidos.
COSAM|CATEGORÍA B|FONOAUDIÓLOGA/O|Participar en su calidad de profesional Fonoaudióloga/o en actividades institucionales que le sean solicitadas.
COSAM|CATEGORÍA B|FONOAUDIÓLOGA/O|Participar de Consultorías en Salud Mental para la Atención Primaria de Salud.
COSAM|CATEGORÍA B|FONOAUDIÓLOGA/O|Realizar todas aquellas labores encomendadas por el jefe directo que se encuentren relacionadas con sus competencias y área de trabajo.
COSAM|CATEGORÍA B|FONOAUDIÓLOGA/O|Participar en la elaboración de planes de cuidados integrales de pacientes.
COSAM|CATEGORÍA B|FONOAUDIÓLOGA/O|Realizar ingresos de usuarios/as derivadas al COSAM Vitacura.
COSAM|CATEGORÍA B|FONOAUDIÓLOGA/O|Realizar Visitas Domiciliarias Integrales junto a equipo COSAM Vitacura.
COSAM|CATEGORÍA B|FONOAUDIÓLOGA/O|Participar en reunión clínica con equipo de COSAM Vitacura.
COSAM|CATEGORÍA B|FONOAUDIÓLOGA/O|Realizar derivaciones a otros dispositivos de salud mental cuando corresponda.
COSAM|CATEGORÍA B|FONOAUDIÓLOGA/O|Elaborar informes que le sean solicitados
COSAM|CATEGORÍA B|FONOAUDIÓLOGA/O|Registro en ficha electrónica y planilla Excel para REM y SIGGES.
COSAM|CATEGORÍA B|FONOAUDIÓLOGA/O|Modalidad Presencial, en horarios de atención habitual, extensiones horarias o fines de semana.
COSAM|CATEGORÍA B|FONOAUDIÓLOGA/O|Apoyo en otras áreas del COSAM según la contingencia sanitaria nacional o necesidades del establecimiento o Municipalidad.
COSAM|CATEGORÍA B|ENFERMERA|Brindar atención de carácter clínica, integral y especializada a un número determinado de niños, niñas y adolescentes, adultos y familiares de personas usuarias que presenten problemas de Salud Mental, con las responsabilidades asociadas al ejercicio de la profesión.
COSAM|CATEGORÍA B|ENFERMERA|Desarrollar acciones en Salud Mental y gestiones que contribuyan al proceso de recuperación de los/as usuarios/as, a nivel comunitario, familiar e individual, a través del modelo de gestión de caso.
COSAM|CATEGORÍA B|ENFERMERA|Apoyar a Dirección en elaboración y ejecución de programa de Gestión del cuidado para todos los usuarios activos de COSAM.
COSAM|CATEGORÍA B|ENFERMERA|Realizar evaluación y diagnóstico en salud y de factores que gravitan sobre el curso, pronóstico y el proceso de recuperación de los trastornos de Salud Mental y Enfermedades, de usuario/as derivados al COSAM Vitacura desde los distintos niveles de atención de la red del Servicio de Salud Metropolitano Oriente.
COSAM|CATEGORÍA B|ENFERMERA|Constatar en forma periódica y sistemática el estado de los pacientes, de acuerdo con los protocolos clínicos establecidos.
COSAM|CATEGORÍA B|ENFERMERA|Coordinar procedimientos clínicos, despacho de fármacos e intervenciones de equipo en domicilios de usuarios.
COSAM|CATEGORÍA B|ENFERMERA|Participar en su calidad de profesional enfermera en actividades actividades preventivas y promocionales de Salud Mental institucionales que le sean solicitadas.
COSAM|CATEGORÍA B|ENFERMERA|Participar de Consultorías en Salud Mental para la Atención Primaria de Salud.
COSAM|CATEGORÍA B|ENFERMERA|Realizar todas aquellas labores encomendadas por el jefe directo que se encuentren relacionadas con sus competencias y área de trabajo.
COSAM|CATEGORÍA B|ENFERMERA|Monitorear la elaboración de planes de cuidados integrales de pacientes en todas las unidades de COSAM.
COSAM|CATEGORÍA B|ENFERMERA|Realizar ingresos de usuarios/as derivadas al COSAM Vitacura.
COSAM|CATEGORÍA B|ENFERMERA|Realizar Visitas Domiciliarias Integrales junto a equipo COSAM Vitacura.
COSAM|CATEGORÍA B|ENFERMERA|Participar en reunión clínica con equipo de COSAM Vitacura.
COSAM|CATEGORÍA B|ENFERMERA|Realizar derivaciones a otros dispositivos de salud mental cuando corresponda.
COSAM|CATEGORÍA B|ENFERMERA|Elaborar informes clínicos que le sean solicitados.
COSAM|CATEGORÍA B|ENFERMERA|Registro en ficha electrónica y planilla Excel para REM y SIGGES.
COSAM|CATEGORÍA B|ENFERMERA|Modalidad Presencial, en horarios de atención habitual, extensiones horarias o fines de semana.
COSAM|CATEGORÍA B|ENFERMERA|Apoyo en otras áreas del COSAM según la contingencia sanitaria nacional o necesidades del establecimiento o Municipalidad.
COSAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TÉCNICO EN REHABILITACIÓN|Participar en la evaluación diagnóstica integral de los usuarios.
COSAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TÉCNICO EN REHABILITACIÓN|Realizar Evaluación del Patrón de Consumo a los usuarios del programa.
COSAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TÉCNICO EN REHABILITACIÓN|Participar en Visitas Integrales de Salud Mental en compañía de una dupla psicosocial según programación y/o frente a contingencias.
COSAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TÉCNICO EN REHABILITACIÓN|Creación y/o participación en Talleres Grupales y/o Acciones de Tipo Comunitarias.
COSAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TÉCNICO EN REHABILITACIÓN|Elaborar junto al equipo Plan de Prevención de Recaídas.
COSAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TÉCNICO EN REHABILITACIÓN|Participar en actividades de psicoeducación.
COSAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TÉCNICO EN REHABILITACIÓN|Identificar factores de riesgo de abandono, y realizar acciones tendientes a la prevención de los mismos, favoreciendo a su vez, acciones de rescate y reincorporación de los usuarios que han abandonado.
COSAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TÉCNICO EN REHABILITACIÓN|Realización de seguimiento de los usuarios egresados.
COSAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TÉCNICO EN REHABILITACIÓN|Realización de acciones de rescate telefónico y domiciliarios a usuarios según protocolos.
COSAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TÉCNICO EN REHABILITACIÓN|Apoyar al coordinador (a) de unidad en la gestión del mismo para la ejecución de las acciones en el plazo según programación comprometida.
COSAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TÉCNICO EN REHABILITACIÓN|Realizar las acciones terapéuticas en terreno (grupal e individual) que corresponda.
COSAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TÉCNICO EN REHABILITACIÓN|Realizar screening de sustancias psicoactivas a los usuarios y usuarias.
COSAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TÉCNICO EN REHABILITACIÓN|Realizar todas aquellas labores encomendadas por el jefe directo que se encuentren relacionadas con sus competencias y área de trabajo
COSAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|ADMINISTRATIVO/A|Elaborar agenda de profesionales.
COSAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|ADMINISTRATIVO/A|Elaborar estadística mensual y semestral para envío a Servicio de Salud.
COSAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|ADMINISTRATIVO/A|Realizar informes estadísticos solicitados por jefatura.
COSAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|ADMINISTRATIVO/A|Apoyo a monitora SIGGES en labores de registro y monitoreo.
COSAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|ADMINISTRATIVO/A|Apoyo a dirección en seguimiento de temas sobre Recursos humanos.
COSAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|ADMINISTRATIVO/A|Elaborar horario de distribución de salas para profesionales.
COSAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|ADMINISTRATIVO/A|Mantener estadísticas COSAM solicitadas por jefatura.
COSAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|ADMINISTRATIVO/A|Apoyar a dirección en gestiones de carácter operativo para correcto funcionamiento de COSAM.
COSAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|ADMINISTRATIVO/A|Realizar todas aquellas labores encomendadas por el jefe directo que se encuentren relacionadas con sus competencias y área de trabajo.
COSAM|COMETIDOS ESPECÍFICOS ACTIVIDADES DE PROMOCIÓN, PREVENCIÓN Y TRABAJO CON LA COMUNIDAD EN SALUD MENTAL|PSICÓLOGO PARA REALIZACIÓN DE TALLER MINDFULNESS|Creación de Talleres Grupales de Mindfulness orientados a:
COSAM|COMETIDOS ESPECÍFICOS ACTIVIDADES DE PROMOCIÓN, PREVENCIÓN Y TRABAJO CON LA COMUNIDAD EN SALUD MENTAL|PSICÓLOGO PARA REALIZACIÓN DE TALLER MINDFULNESS|Potenciar la atención y con ello mejorar la memoria y la concentración,
COSAM|COMETIDOS ESPECÍFICOS ACTIVIDADES DE PROMOCIÓN, PREVENCIÓN Y TRABAJO CON LA COMUNIDAD EN SALUD MENTAL|PSICÓLOGO PARA REALIZACIÓN DE TALLER MINDFULNESS|Mejorar el rendimiento laboral al desarrollar la atención y la memoria
COSAM|COMETIDOS ESPECÍFICOS ACTIVIDADES DE PROMOCIÓN, PREVENCIÓN Y TRABAJO CON LA COMUNIDAD EN SALUD MENTAL|PSICÓLOGO PARA REALIZACIÓN DE TALLER MINDFULNESS|Aumentar la capacidad de darse cuenta y ser conscientes de sus conductas, decisiones y
COSAM|COMETIDOS ESPECÍFICOS ACTIVIDADES DE PROMOCIÓN, PREVENCIÓN Y TRABAJO CON LA COMUNIDAD EN SALUD MENTAL|PSICÓLOGO PARA REALIZACIÓN DE TALLER MINDFULNESS|actividades.
COSAM|COMETIDOS ESPECÍFICOS ACTIVIDADES DE PROMOCIÓN, PREVENCIÓN Y TRABAJO CON LA COMUNIDAD EN SALUD MENTAL|PSICÓLOGO PARA REALIZACIÓN DE TALLER MINDFULNESS|Saber gestionar emociones como la impulsividad e inducir en sí mismos estados de serenidad y tranquilidad a voluntad,
COSAM|COMETIDOS ESPECÍFICOS ACTIVIDADES DE PROMOCIÓN, PREVENCIÓN Y TRABAJO CON LA COMUNIDAD EN SALUD MENTAL|PSICÓLOGO PARA REALIZACIÓN DE TALLER MINDFULNESS|Disminuir estados de ansiedad y estrés,
COSAM|COMETIDOS ESPECÍFICOS ACTIVIDADES DE PROMOCIÓN, PREVENCIÓN Y TRABAJO CON LA COMUNIDAD EN SALUD MENTAL|PSICÓLOGO PARA REALIZACIÓN DE TALLER MINDFULNESS|Desarrollar habilidades para el tratamiento y resolución de conflictos,
COSAM|COMETIDOS ESPECÍFICOS ACTIVIDADES DE PROMOCIÓN, PREVENCIÓN Y TRABAJO CON LA COMUNIDAD EN SALUD MENTAL|PSICÓLOGO PARA REALIZACIÓN DE TALLER MINDFULNESS|Potenciar la empatía, la escucha y las relaciones saludables con los demás
COSAM|COMETIDOS ESPECÍFICOS ACTIVIDADES DE PROMOCIÓN, PREVENCIÓN Y TRABAJO CON LA COMUNIDAD EN SALUD MENTAL|PSICÓLOGO PARA REALIZACIÓN DE TALLER MINDFULNESS|Mejorar la salud física y emocional, así como el bienestar y salud en general, etc. 
COSAM|COMETIDOS ESPECÍFICOS ACTIVIDADES DE PROMOCIÓN, PREVENCIÓN Y TRABAJO CON LA COMUNIDAD EN SALUD MENTAL|PSICÓLOGO PARA REALIZACIÓN DE TALLER MINDFULNESS|Realización de 12 sesiones de mindfulness de 60 minutos para usuarios/as en tratamiento en COSAM Vitacura, en dependencias de COSAM u otro establecimiento de la comuna.
COSAM|COMETIDOS ESPECÍFICOS ACTIVIDADES DE PROMOCIÓN, PREVENCIÓN Y TRABAJO CON LA COMUNIDAD EN SALUD MENTAL|PSICÓLOGO PARA REALIZACIÓN DE TALLER MINDFULNESS|Registro en ficha electrónica y planilla Excel para REM y SIGGES, así como en todos los formularios que se puedan incorporar en protocolos y/o patologías GES como No GES.
COSAM|COMETIDOS ESPECÍFICOS ACTIVIDADES DE PROMOCIÓN, PREVENCIÓN Y TRABAJO CON LA COMUNIDAD EN SALUD MENTAL|MONITORA PARA DESARROLLAR TALLER YOGA|Creación de Talleres Grupales de Yoga orientados a:
COSAM|COMETIDOS ESPECÍFICOS ACTIVIDADES DE PROMOCIÓN, PREVENCIÓN Y TRABAJO CON LA COMUNIDAD EN SALUD MENTAL|MONITORA PARA DESARROLLAR TALLER YOGA|Alivio de tensiones y estrés.
COSAM|COMETIDOS ESPECÍFICOS ACTIVIDADES DE PROMOCIÓN, PREVENCIÓN Y TRABAJO CON LA COMUNIDAD EN SALUD MENTAL|MONITORA PARA DESARROLLAR TALLER YOGA|Mejorar la salud física y emocional, así como el bienestar y salud en general, etc.
COSAM|COMETIDOS ESPECÍFICOS ACTIVIDADES DE PROMOCIÓN, PREVENCIÓN Y TRABAJO CON LA COMUNIDAD EN SALUD MENTAL|MONITORA PARA DESARROLLAR TALLER YOGA|Realizar una práctica que trabaje la unidad cuerpo-mente
COSAM|COMETIDOS ESPECÍFICOS ACTIVIDADES DE PROMOCIÓN, PREVENCIÓN Y TRABAJO CON LA COMUNIDAD EN SALUD MENTAL|MONITORA PARA DESARROLLAR TALLER YOGA|Realización de 12 sesiones de yoga de 60 minutos para personas mayores de 60 años en tratamiento en COSAM Vitacura, en dependencias de COSAM u otro establecimiento de la comuna.
COSAM|COMETIDOS ESPECÍFICOS ACTIVIDADES DE PROMOCIÓN, PREVENCIÓN Y TRABAJO CON LA COMUNIDAD EN SALUD MENTAL|MONITORA PARA DESARROLLAR TALLER YOGA|Registro en ficha electrónica y planilla Excel para REM y SIGGES, así como en todos los formularios que se puedan incorporar en protocolos y/o patologías GES como No GES.
COSAM|COMETIDOS ESPECÍFICOS ACTIVIDADES DE PROMOCIÓN, PREVENCIÓN Y TRABAJO CON LA COMUNIDAD EN SALUD MENTAL|PROFESOR O PROFESIONAL DEL ÁREA DE LAS ARTES PARA DESARROLLAR TALLER ARTÍSTICO O ARTETERAPIA|Creación de Talleres Grupales de Arte o Arteterapia orientados a:
COSAM|COMETIDOS ESPECÍFICOS ACTIVIDADES DE PROMOCIÓN, PREVENCIÓN Y TRABAJO CON LA COMUNIDAD EN SALUD MENTAL|PROFESOR O PROFESIONAL DEL ÁREA DE LAS ARTES PARA DESARROLLAR TALLER ARTÍSTICO O ARTETERAPIA|Disminuir el estigma de usuarios con problemas de Salud Mental
COSAM|COMETIDOS ESPECÍFICOS ACTIVIDADES DE PROMOCIÓN, PREVENCIÓN Y TRABAJO CON LA COMUNIDAD EN SALUD MENTAL|PROFESOR O PROFESIONAL DEL ÁREA DE LAS ARTES PARA DESARROLLAR TALLER ARTÍSTICO O ARTETERAPIA|Trabajar distintas expresiones artísticas desde una línea de promoción y prevención para la Salud Mental.
COSAM|COMETIDOS ESPECÍFICOS ACTIVIDADES DE PROMOCIÓN, PREVENCIÓN Y TRABAJO CON LA COMUNIDAD EN SALUD MENTAL|PROFESOR O PROFESIONAL DEL ÁREA DE LAS ARTES PARA DESARROLLAR TALLER ARTÍSTICO O ARTETERAPIA|Favorecer la inclusión social de personas con problemas de salud mental.
COSAM|COMETIDOS ESPECÍFICOS ACTIVIDADES DE PROMOCIÓN, PREVENCIÓN Y TRABAJO CON LA COMUNIDAD EN SALUD MENTAL|PROFESOR O PROFESIONAL DEL ÁREA DE LAS ARTES PARA DESARROLLAR TALLER ARTÍSTICO O ARTETERAPIA|Trabajar expresiones tales como pintura, teatro, fotografía, escritura.
COSAM|COMETIDOS ESPECÍFICOS ACTIVIDADES DE PROMOCIÓN, PREVENCIÓN Y TRABAJO CON LA COMUNIDAD EN SALUD MENTAL|PROFESOR O PROFESIONAL DEL ÁREA DE LAS ARTES PARA DESARROLLAR TALLER ARTÍSTICO O ARTETERAPIA|Realización de 20 sesiones del taller de 120 minutos para usuarios/as en tratamiento en COSAM Vitacura, en dependencias de COSAM u otro establecimiento de la comuna.
COSAM|COMETIDOS ESPECÍFICOS ACTIVIDADES DE PROMOCIÓN, PREVENCIÓN Y TRABAJO CON LA COMUNIDAD EN SALUD MENTAL|PROFESOR O PROFESIONAL DEL ÁREA DE LAS ARTES PARA DESARROLLAR TALLER ARTÍSTICO O ARTETERAPIA|Organizar una presentación a la comunidad de los beneficios obtenidos en el taller y los trabajos desarrollados por los usuarios/as.
COSAM|COMETIDOS ESPECÍFICOS ACTIVIDADES DE PROMOCIÓN, PREVENCIÓN Y TRABAJO CON LA COMUNIDAD EN SALUD MENTAL|PROFESOR O PROFESIONAL DEL ÁREA DE LAS ARTES PARA DESARROLLAR TALLER ARTÍSTICO O ARTETERAPIA|Registro en ficha electrónica y planilla Excel para REM y SIGGES, así como en todos los formularios que se puedan incorporar en protocolos y/o patologías GES como No GES.
COSAM|COMETIDOS ESPECÍFICOS ACTIVIDADES DE PROMOCIÓN, PREVENCIÓN Y TRABAJO CON LA COMUNIDAD EN SALUD MENTAL|PROFESOR DE EDUCACIÓN FÍSICA PARA DESARROLLAR TALLER DE SALUD FÍSICA|Creación de Talleres de Salud Física orientados a:
COSAM|COMETIDOS ESPECÍFICOS ACTIVIDADES DE PROMOCIÓN, PREVENCIÓN Y TRABAJO CON LA COMUNIDAD EN SALUD MENTAL|PROFESOR DE EDUCACIÓN FÍSICA PARA DESARROLLAR TALLER DE SALUD FÍSICA|Fortalecer y mantener la autonomía de las personas.
COSAM|COMETIDOS ESPECÍFICOS ACTIVIDADES DE PROMOCIÓN, PREVENCIÓN Y TRABAJO CON LA COMUNIDAD EN SALUD MENTAL|PROFESOR DE EDUCACIÓN FÍSICA PARA DESARROLLAR TALLER DE SALUD FÍSICA|Reducir el aislamiento social que tienen ciertos estilos de vida.
COSAM|COMETIDOS ESPECÍFICOS ACTIVIDADES DE PROMOCIÓN, PREVENCIÓN Y TRABAJO CON LA COMUNIDAD EN SALUD MENTAL|PROFESOR DE EDUCACIÓN FÍSICA PARA DESARROLLAR TALLER DE SALUD FÍSICA|Aumentar la autoestima y mejorar la imagen que tenemos de nosotros mismos.
COSAM|COMETIDOS ESPECÍFICOS ACTIVIDADES DE PROMOCIÓN, PREVENCIÓN Y TRABAJO CON LA COMUNIDAD EN SALUD MENTAL|PROFESOR DE EDUCACIÓN FÍSICA PARA DESARROLLAR TALLER DE SALUD FÍSICA|Realización de 12 sesiones del taller de 60 minutos para usuarios/as en tratamiento en COSAM Vitacura, en dependencias de COSAM u otro establecimiento de la comuna.
COSAM|COMETIDOS ESPECÍFICOS ACTIVIDADES DE PROMOCIÓN, PREVENCIÓN Y TRABAJO CON LA COMUNIDAD EN SALUD MENTAL|PROFESOR DE EDUCACIÓN FÍSICA PARA DESARROLLAR TALLER DE SALUD FÍSICA|Registro en ficha electrónica y planilla Excel para REM y SIGGES, así como en todos los formularios que se puedan incorporar en protocolos y/o patologías GES como No GES.
COSAM|COMETIDOS ESPECÍFICOS ACTIVIDADES DE PROMOCIÓN, PREVENCIÓN Y TRABAJO CON LA COMUNIDAD EN SALUD MENTAL|PROFESIONAL PARA EL DESARROLLO DE ERGOTERAPIA|Profesional Terapeuta Ocupacional o carrera afín para el desarrollo de actividad tipo taller de 6 sesiones.
COSAM|COMETIDOS ESPECÍFICOS ACTIVIDADES DE PROMOCIÓN, PREVENCIÓN Y TRABAJO CON LA COMUNIDAD EN SALUD MENTAL|PROFESIONAL PARA EL DESARROLLO DE ERGOTERAPIA|Desarrollar y favorecer la exploración de expresión emocional a través de distintas técnicas, trabajos manuales y plásticos, juegos de movimiento y distintas actividades cotidianas.
COSAM|COMETIDOS ESPECÍFICOS ACTIVIDADES DE PROMOCIÓN, PREVENCIÓN Y TRABAJO CON LA COMUNIDAD EN SALUD MENTAL|PROFESIONAL PARA EL DESARROLLO DE ERGOTERAPIA|Registro en ficha electrónica y planilla Excel para REM y SIGGES, así como en todos los formularios que se puedan incorporar en protocolos y/o patologías GES como No GES
CESFAM|CAMPAÑA DE VACUNACIÓN CATEGORIA B|ENFERMERA|Ejecución de campañas de vacunación COVID e influenza, determinada según lineamientos MINSAL.
CESFAM|CAMPAÑA DE VACUNACIÓN CATEGORIA B|ENFERMERA|Digitación de vacunas administradas en el sistema nacional RNI (Registro Nacional de inmunización).
CESFAM|CAMPAÑA DE VACUNACIÓN CATEGORIA B|ENFERMERA|Realización de tareas de apoyo en Vacunatorio del CESFAM Vitacura.
CESFAM|CAMPAÑA DE VACUNACIÓN CATEGORIA B|ENFERMERA|Realizar una correcta segregación de residuos REAS relacionados con el proceso de vacunación.
CESFAM|CAMPAÑA DE VACUNACIÓN CATEGORIA B|ENFERMERA|Conocimiento de los protocolos y manuales de MINSAL y de CESFAM Vitacura.
CESFAM|CAMPAÑA DE VACUNACIÓN CATEGORIA B|ENFERMERA|Estar disponible para las actividades que se requiera, ser apoyo para otras labores clínicas y administrativas provenientes de otros operativos de acuerdo con la necesidad del servicio y avance de la pandemia.
CESFAM|CAMPAÑA DE VACUNACIÓN CATEGORIA B|ENFERMERA|Velar por el cumplimiento de normas de Bioseguridad.
CESFAM|CAMPAÑA DE VACUNACIÓN CATEGORIA B|ENFERMERA|Cooperar en la coordinación de procedimientos clínicos asociados a las campañas de vacunación
CESFAM|CAMPAÑA DE VACUNACIÓN CATEGORIA B|ENFERMERA|Participar activamente de Reuniones Clínicas asociadas a las campañas de vacunación.
CESFAM|CAMPAÑA DE VACUNACIÓN CATEGORIA B|ENFERMERA|Apoyo en la actividad de Promoción y Prevención en salud intra y extra consultorio.
CESFAM|CAMPAÑA DE VACUNACIÓN CATEGORIA B|ENFERMERA|Registro en ficha electrónica y planilla Excel para REM y SIGGES
CESFAM|CAMPAÑA DE VACUNACIÓN CATEGORIA B|ENFERMERA|Modalidad Presencial, en horarios de atención habitual, extensiones horarias o fines de semana.
CESFAM|CAMPAÑA DE VACUNACIÓN CATEGORIA B|ENFERMERA|Apoyo en otras áreas del CESFAM según la contingencia sanitaria nacional o necesidades del establecimiento o Municipalidad.
CESFAM|CAMPAÑA DE VACUNACIÓN CATEGORIA C|TÉCNICO NIVEL SUPERIOR EN ENFERMERÍA (TENS)|Ejecución de campañas de vacunación COVID e influenza, determinada según lineamientos MINSAL.
CESFAM|CAMPAÑA DE VACUNACIÓN CATEGORIA C|TÉCNICO NIVEL SUPERIOR EN ENFERMERÍA (TENS)|Digitación de vacunas administradas en el sistema nacional RNI (Registro Nacional de inmunización).
CESFAM|CAMPAÑA DE VACUNACIÓN CATEGORIA C|TÉCNICO NIVEL SUPERIOR EN ENFERMERÍA (TENS)|Realización de tareas de apoyo en Vacunatorio del CESFAM Vitacura.
CESFAM|CAMPAÑA DE VACUNACIÓN CATEGORIA C|TÉCNICO NIVEL SUPERIOR EN ENFERMERÍA (TENS)|Realizar una correcta segregación de residuos REAS relacionados con el proceso de vacunación.
CESFAM|CAMPAÑA DE VACUNACIÓN CATEGORIA C|TÉCNICO NIVEL SUPERIOR EN ENFERMERÍA (TENS)|Estar disponible para las actividades que se requiera, ser apoyo para otras labores clínicas y administrativas provenientes de otros operativos de acuerdo con la necesidad del servicio y avance de la pandemia.
CESFAM|CAMPAÑA DE VACUNACIÓN CATEGORIA C|TÉCNICO NIVEL SUPERIOR EN ENFERMERÍA (TENS)|Registro en ficha electrónica y planilla Excel para REM y SIGGES
CESFAM|CAMPAÑA DE VACUNACIÓN CATEGORIA C|TÉCNICO NIVEL SUPERIOR EN ENFERMERÍA (TENS)|Modalidad Presencial, en horarios de atención habitual, extensiones horarias o fines de semana.
CESFAM|CAMPAÑA DE VACUNACIÓN CATEGORIA C|TÉCNICO NIVEL SUPERIOR EN ENFERMERÍA (TENS)|Apoyo en otras áreas del CESFAM según la contingencia sanitaria nacional o necesidades del establecimiento o Municipalidad.
CESFAM|CAMPAÑA DE VACUNACIÓN CATEGORIA E|GESTOR MUNICIPAL DIGITADOR|Digitación de vacunas administradas en el sistema nacional RNI (Registro Nacional de inmunización).
